Source,Target,Weight
Chimaira,Deftones,1
Chimaira,The Cure,1
Adele,David Bowie,1
Adele,The Cranberries,1
Adele,The Cure,1
Adele,Wiz Khalifa,1
Pale Waves,Halsey (singer),1
Pale Waves,The Cranberries,2
Pale Waves,The Cure,1
Pink Turns Blue,The Cure,4
311 (band),Deftones,1
311 (band),Red Hot Chili Peppers,2
311 (band),The Cure,3
Funeral Party,The Cure,2
Boys Don't Cry (band),The Cure,4
Kayo Dot,The Cure,1
Halsey (singer),David Bowie,1
Halsey (singer),The Cranberries,1
Halsey (singer),The Cure,1
Halsey (singer),Thirty Seconds to Mars,2
Halsey (singer),Yungblud,5
Phoebe Bridgers,Conor Oberst,5
Phoebe Bridgers,Nine Inch Nails,1
Phoebe Bridgers,The Cure,1
The Brunettes,The Cure,4
The Brunettes,The Wedding Present,1
The Benjamins,Alkaline Trio,1
The Benjamins,The Cure,1
The Red Romance,David Bowie,2
The Red Romance,The Cure,1
Jon Foreman,The Cure,1
Coal Chamber,The Cure,1
Cold (band),Deftones,1
Cold (band),Depeche Mode,1
Cold (band),Korn,1
Cold (band),The Cure,1
Caifanes,Maldita Vecindad,3
Caifanes,The Cure,2
Generation X (band),Joy Division,1
Generation X (band),The Cure,1
Delorentos,Editors (band),1
Delorentos,The Cure,1
Switch 3,The Cure,1
Trent Reznor,A Perfect Circle,1
Trent Reznor,Bauhaus (band),1
Trent Reznor,David Bowie,5
Trent Reznor,Depeche Mode,1
Trent Reznor,Faith No More,1
Trent Reznor,Joy Division,2
Trent Reznor,Marilyn Manson (band),2
Trent Reznor,Mogwai,1
Trent Reznor,Nine Inch Nails,59
Trent Reznor,Pigface,2
Trent Reznor,Skinny Puppy,2
Trent Reznor,The Cure,1
Blink-182,+44 (band),2
Blink-182,Alkaline Trio,3
Blink-182,Depeche Mode,1
Blink-182,Dinosaur Jr.,1
Blink-182,Mark Hoppus,7
Blink-182,Matt Skiba,7
Blink-182,My Chemical Romance,1
Blink-182,Paramore,1
Blink-182,Simple Creatures,1
Blink-182,The Cure,1
Blink-182,Tom DeLonge,7
Presence (band),Fools Dance,2
Presence (band),The Cure,4
The Parlotones,Robert Smith (musician),1
The Parlotones,The Cure,1
Pitty,David Bowie,1
Pitty,Faith No More,1
Pitty,The Cure,1
Ash Code,Depeche Mode,2
Ash Code,Molchat Doma,1
Ash Code,Pink Turns Blue,1
Ash Code,Sixth June,1
Ash Code,The Cure,1
Ash Code,The Sisters of Mercy,2
SPK (band),Hoodlum Priest (musician),1
SPK (band),The Cure,1
The Flowers (Chinese band),Blink-182,2
The Flowers (Chinese band),The Cure,1
Deadsy,Deftones,2
Deadsy,Korn,4
Deadsy,The Cure,1
Stabbing Westward,Bauhaus (band),1
Stabbing Westward,Depeche Mode,4
Stabbing Westward,Joy Division,1
Stabbing Westward,Nine Inch Nails,6
Stabbing Westward,Placebo (band),1
Stabbing Westward,Robert Smith (musician),1
Stabbing Westward,The Cult,1
Stabbing Westward,The Cure,1
Stabbing Westward,The Sisters of Mercy,1
Stabbing Westward,Trent Reznor,1
Junoon (band),Gwen Stefani,1
Junoon (band),The Cure,1
Page and Plant,The Cure,1
The Observatory (band),Hawkwind,1
The Observatory (band),Nick Drake,2
The Observatory (band),The Cure,1
Indochine (band),Marilyn Manson (band),1
Indochine (band),Nine Inch Nails,1
Indochine (band),Placebo (band),2
Indochine (band),The Cure,1
Frank Iero,Gerard Way,1
Frank Iero,My Chemical Romance,21
Frank Iero,The Cure,1
Beautiful Skin,The Cure,2
Beautiful Skin,Wire (band),2
Gazpacho (band),Depeche Mode,1
Gazpacho (band),The Cure,1
War Tapes,Depeche Mode,1
War Tapes,Joy Division,1
War Tapes,She Wants Revenge,1
War Tapes,The Cure,1
War Tapes,The Smashing Pumpkins,1
Lostprophets,A Perfect Circle,1
Lostprophets,Deftones,1
Lostprophets,Joy Division,1
Lostprophets,My Chemical Romance,1
Lostprophets,Nine Inch Nails,1
Lostprophets,No Devotion,4
Lostprophets,Paramore,1
Lostprophets,Pitchshifter,1
Lostprophets,The Cure,1
The Glove,Robert Smith (musician),3
The Glove,Siouxsie and the Banshees,4
The Glove,The Cure,9
Grand Duchy (band),The Cure,1
Interpol (band),Joy Division,2
Interpol (band),The Cure,1
Your Favorite Enemies,Dinosaur Jr.,1
Your Favorite Enemies,The Cure,3
Cloud2Ground,Nine Inch Nails,1
Cloud2Ground,The Cure,1
The Cranberries,Depeche Mode,1
The Cranberries,Joy Division,1
The Cranberries,Siouxsie and the Banshees,3
The Cranberries,Suede (band),2
The Cranberries,The Cure,2
Catherine Feeny,The Cure,1
Pitchshifter,Godflesh,1
Pitchshifter,Nine Inch Nails,1
Pitchshifter,Pigface,2
Pitchshifter,The Cult,1
Pitchshifter,The Cure,2
Republica,Curve (band),1
Republica,Saffron (singer),10
Republica,The Cure,4
Yungblud,David Bowie,1
Yungblud,Halsey (singer),5
Yungblud,My Chemical Romance,1
Yungblud,The Cure,1
Mark Hoppus,+44 (band),5
Mark Hoppus,Alkaline Trio,1
Mark Hoppus,Blink-182,27
Mark Hoppus,Matt Skiba,2
Mark Hoppus,Robert Smith (musician),1
Mark Hoppus,Simple Creatures,6
Mark Hoppus,The Cure,5
Mark Hoppus,Tom DeLonge,6
Letters and Colours,Bauhaus (band),1
Letters and Colours,Depeche Mode,1
Letters and Colours,Editors (band),1
Letters and Colours,Interpol (band),1
Letters and Colours,Joy Division,1
Letters and Colours,The Cure,1
A Perfect Circle,Billy Corgan,1
A Perfect Circle,Deftones,1
A Perfect Circle,Marilyn Manson (band),2
A Perfect Circle,Nine Inch Nails,4
A Perfect Circle,Siouxsie and the Banshees,2
A Perfect Circle,The Cure,3
A Perfect Circle,The Smashing Pumpkins,2
A Perfect Circle,Trent Reznor,1
Sandwich (band),Deftones,1
Sandwich (band),Korn,1
Sandwich (band),Nine Inch Nails,1
Sandwich (band),Red Hot Chili Peppers,1
Sandwich (band),Superchunk,1
Sandwich (band),The Cure,1
Digitalism (band),The Cure,1
Sixth June,Bauhaus (band),2
Sixth June,Depeche Mode,2
Sixth June,The Cure,1
Mistle Thrush (band),Cranes (band),1
Mistle Thrush (band),Ivy (band),1
Mistle Thrush (band),Slowdive,1
Mistle Thrush (band),The Cure,1
Underground Lovers,Joy Division,1
Underground Lovers,The Cure,3
Café Tacuba,Maldita Vecindad,1
Café Tacuba,The Cure,1
Tom DeLonge,Blink-182,42
Tom DeLonge,Depeche Mode,1
Tom DeLonge,Dinosaur Jr.,1
Tom DeLonge,Mark Hoppus,4
Tom DeLonge,The Cure,1
The Mary Onettes,The Cure,2
Book of Love (band),David Bowie,4
Book of Love (band),Depeche Mode,18
Book of Love (band),Joy Division,1
Book of Love (band),Kate Bush,1
Book of Love (band),The Cure,1
Blank & Jones,Johnny Hates Jazz,1
Blank & Jones,The Cure,1
Matt Skiba,AFI (band),1
Matt Skiba,Alkaline Trio,22
Matt Skiba,Blink-182,14
Matt Skiba,Mark Hoppus,2
Matt Skiba,My Chemical Romance,1
Matt Skiba,The Cure,1
Matt Skiba,Tom DeLonge,2
Skinny Puppy,AFI (band),1
Skinny Puppy,Crystal Castles,2
Skinny Puppy,Deftones,2
Skinny Puppy,Depeche Mode,2
Skinny Puppy,Nine Inch Nails,7
Skinny Puppy,Pigface,10
Skinny Puppy,The Cure,1
Skinny Puppy,Trent Reznor,2
Studio (band),The Cure,1
Chevelle (band),The Cure,1
Chevelle (band),Thirty Seconds to Mars,1
Mashina,The Cure,1
Saffron (singer),Republica,11
Saffron (singer),The Cure,1
Televizor,Depeche Mode,1
Televizor,The Cure,1
Dominion (Filipino band),Bauhaus (band),1
Dominion (Filipino band),The Cult,1
Dominion (Filipino band),The Cure,1
Dominion (Filipino band),The Sisters of Mercy,1
Cursive (band),The Cure,1
No Devotion,Gerard Way,1
No Devotion,Joy Division,2
No Devotion,Lostprophets,8
No Devotion,The Cure,2
Big Black,Page and Plant,2
Big Black,Superchunk,1
Big Black,The Cure,1
Big Black,The Wedding Present,1
Big Black,Wire (band),6
Johnny Hates Jazz,The Cure,2
David Bowie,Billy Corgan,1
David Bowie,Jared Leto,1
David Bowie,Nine Inch Nails,1
David Bowie,Placebo (band),1
David Bowie,Robert Smith (musician),1
David Bowie,The Cure,1
David Bowie,The Dandy Warhols,1
David Bowie,The Smashing Pumpkins,1
David Bowie,Thirty Seconds to Mars,1
David Bowie,Trent Reznor,2
Jess Mills,Robert Smith (musician),1
Jess Mills,The Cure,1
Korn,311 (band),1
Korn,Bauhaus (band),1
Korn,Coal Chamber,2
Korn,Deftones,4
Korn,Faith No More,11
Korn,Nine Inch Nails,2
Korn,Red Hot Chili Peppers,3
Korn,The Cure,1
Cassettes Won't Listen,The Cure,5
Brad Kane,The Cure,2
Project 86,Deftones,2
Project 86,Depeche Mode,1
Project 86,Joy Division,1
Project 86,Korn,1
Project 86,The Cure,1
Project 86,The Sisters of Mercy,2
Project 86,Thirty Seconds to Mars,1
The Slants,Depeche Mode,2
The Slants,Joy Division,1
The Slants,The Cult,1
The Slants,The Cure,1
Slowdive,Cranes (band),1
Slowdive,David Bowie,1
Slowdive,Siouxsie and the Banshees,2
Slowdive,Suede (band),2
Slowdive,The Cure,1
Devics,The Cure,4
Masquer,Depeche Mode,1
Masquer,The Cure,1
Masquer,The Smashing Pumpkins,1
The Abyss (band),Joy Division,2
The Abyss (band),The Cure,2
The Abyss (band),The Smashing Pumpkins,1
Fatal Charm (band),The Cult,1
Fatal Charm (band),The Cure,1
Entertainment (band),Joy Division,1
Entertainment (band),The Cure,1
Simple Creatures,Blink-182,3
Simple Creatures,Mark Hoppus,4
Simple Creatures,Robert Smith (musician),2
Simple Creatures,The Cure,2
Vinnie Mele,The Cure,1
Haunts (band),Bauhaus (band),1
Haunts (band),David Bowie,1
Haunts (band),Depeche Mode,1
Haunts (band),Interpol (band),1
Haunts (band),Lostprophets,2
Haunts (band),The Cure,1
Scars on 45,The Cure,2
Jennifer Goodridge,The Cure,1
Strawberry Switchblade,The Cure,1
The Mission (band),The Cult,3
The Mission (band),The Cure,1
The Mission (band),The Sisters of Mercy,5
The Magazine Spies,Fools Dance,5
The Magazine Spies,Robert Smith (musician),2
The Magazine Spies,The Cure,8
Mittageisen (band),Bauhaus (band),1
Mittageisen (band),Depeche Mode,1
Mittageisen (band),Siouxsie and the Banshees,2
Mittageisen (band),The Cure,2
Weep (band),Bauhaus (band),1
Weep (band),David Bowie,1
Weep (band),Interpol (band),1
Weep (band),Placebo (band),1
Weep (band),Siouxsie and the Banshees,1
Weep (band),The Cure,1
Weep (band),The Sisters of Mercy,1
Desperate Journalist,The Cure,1
John Frusciante,Bauhaus (band),1
John Frusciante,David Bowie,1
John Frusciante,Depeche Mode,1
John Frusciante,Joy Division,2
John Frusciante,Magazine (band),2
John Frusciante,Red Hot Chili Peppers,25
John Frusciante,Siouxsie and the Banshees,3
John Frusciante,Sonus Quartet,1
John Frusciante,The Cure,1
Bauhaus (band),AFI (band),1
Bauhaus (band),Ariel Pink,1
Bauhaus (band),Big Black,2
Bauhaus (band),Billy Corgan,1
Bauhaus (band),Blink-182,2
Bauhaus (band),Coal Chamber,1
Bauhaus (band),David Bowie,3
Bauhaus (band),Interpol (band),1
Bauhaus (band),John Frusciante,1
Bauhaus (band),Joy Division,5
Bauhaus (band),Korn,3
Bauhaus (band),Marilyn Manson (band),2
Bauhaus (band),Mogwai,1
Bauhaus (band),My Chemical Romance,1
Bauhaus (band),Nine Inch Nails,3
Bauhaus (band),Red Hot Chili Peppers,1
Bauhaus (band),She Wants Revenge,1
Bauhaus (band),Siouxsie and the Banshees,1
Bauhaus (band),Skinny Puppy,1
Bauhaus (band),The Cult,1
Bauhaus (band),The Cure,4
Bauhaus (band),The Dandy Warhols,1
Bauhaus (band),The Dresden Dolls,1
Bauhaus (band),The Smashing Pumpkins,2
Bauhaus (band),Trent Reznor,2
Þeyr,Joy Division,1
Þeyr,Siouxsie and the Banshees,1
Þeyr,The Cure,1
Jools (band),The Cure,1
Pekinška Patka,Joy Division,1
Pekinška Patka,Magazine (band),2
Pekinška Patka,The Cure,1
Zerra 1,The Cure,1
Alkaline Trio,Bauhaus (band),1
Alkaline Trio,Blink-182,3
Alkaline Trio,Joy Division,1
Alkaline Trio,Matt Skiba,11
Alkaline Trio,My Chemical Romance,1
Alkaline Trio,The Cure,1
Alkaline Trio,The Sisters of Mercy,1
Alkaline Trio,Tom DeLonge,1
The Organ (band),Joy Division,1
The Organ (band),Kate Bush,1
The Organ (band),Siouxsie and the Banshees,1
The Organ (band),The Cure,1
Robin Gibb,David Draiman,1
Robin Gibb,The Cure,1
